Customer_ID,Date,Product,Feedback,Rating,Age_Group,Location,Issue_Reported,Satisfaction_Score
CUST0282,12/3/2024,Truck,Battery life could be better,5,26-35,Michigan,Engine,Satisfied
CUST0283,10/26/2024,Electric Car,Transmission issues after 2 months,1,18-25,California,AC,Unsatisfied
CUST0284,1/11/2025,Sedan,Excellent performance and smooth ride,5,26-35,Texas,Electrical,Satisfied
CUST0285,6/10/2024,Hybrid,Engine noise is too loud,5,26-35,California,Other,Satisfied
CUST0286,10/23/2024,SUV,Brakes are not responsive,5,26-35,Ohio,Other,Satisfied
CUST0287,6/17/2024,Hybrid,Brakes are not responsive,5,26-35,Illinois,AC,Satisfied
CUST0288,1/4/2025,SUV,Battery life could be better,3,26-35,New York,Electrical,Unsatisfied
CUST0289,12/28/2024,SUV,Battery life could be better,3,36-50,Texas,Electrical,Unsatisfied
CUST0290,9/21/2024,Sedan,Engine noise is too loud,1,26-35,Ohio,Battery,Unsatisfied
CUST0291,2/23/2025,SUV,Exceeded my expectations,4,51+,Ohio,Engine,Satisfied
CUST0292,7/1/2024,Sedan,Engine noise is too loud,3,26-35,Illinois,Other,Unsatisfied
CUST0293,7/19/2024,Sedan,Transmission issues after 2 months,5,26-35,California,Engine,Satisfied
CUST0294,9/20/2024,Truck,Brakes are not responsive,4,18-25,Ohio,Other,Satisfied
CUST0295,3/27/2025,Electric Car,Great design and technology features,5,36-50,California,Transmission,Satisfied
CUST0296,9/8/2024,SUV,Great design and technology features,4,36-50,Michigan,Electrical,Satisfied
CUST0297,10/22/2024,Sedan,Battery life could be better,1,26-35,Illinois,Engine,Unsatisfied
CUST0298,10/26/2024,SUV,Great design and technology features,4,51+,Ohio,AC,Satisfied
CUST0299,5/21/2024,Sedan,Very comfortable and fuel efficient,5,18-25,California,Other,Satisfied
CUST0300,4/19/2024,Sedan,Excellent performance and smooth ride,1,36-50,California,AC,Unsatisfied
CUST0301,11/3/2024,Hybrid,Brakes are not responsive,5,51+,Ohio,Transmission,Satisfied
CUST0302,4/26/2024,Sedan,Great design and technology features,3,51+,Illinois,Brakes,Unsatisfied
CUST0303,2/14/2025,Hybrid,AC stopped working after a week,3,26-35,Illinois,Battery,Unsatisfied
CUST0304,7/6/2024,Sedan,Brakes are not responsive,5,18-25,Michigan,Engine,Satisfied
CUST0305,3/21/2025,Hybrid,Transmission issues after 2 months,4,36-50,California,None,Satisfied
CUST0306,3/3/2025,SUV,Transmission issues after 2 months,4,36-50,Texas,Battery,Satisfied
CUST0307,9/27/2024,Sedan,Battery life could be better,5,26-35,Texas,Battery,Satisfied
CUST0308,2/19/2025,Sedan,Excellent performance and smooth ride,4,36-50,New York,Electrical,Satisfied
CUST0309,12/10/2024,Truck,Very comfortable and fuel efficient,4,51+,Texas,Transmission,Satisfied
CUST0310,2/28/2025,Hybrid,Excellent performance and smooth ride,3,26-35,Ohio,Battery,Unsatisfied
CUST0311,10/8/2024,Sedan,Brakes are not responsive,3,18-25,Texas,Other,Unsatisfied
CUST0312,6/21/2024,Electric Car,AC stopped working after a week,3,51+,Ohio,Electrical,Unsatisfied
CUST0313,6/8/2024,Truck,Battery life could be better,5,26-35,Michigan,Transmission,Satisfied
CUST0314,4/24/2024,Hybrid,Battery life could be better,4,18-25,California,AC,Satisfied
CUST0315,6/22/2024,Hybrid,Very comfortable and fuel efficient,3,26-35,New York,Electrical,Unsatisfied
CUST0316,2/15/2025,Electric Car,Transmission issues after 2 months,5,18-25,Ohio,Transmission,Satisfied
CUST0317,11/30/2024,Hybrid,Reliable and easy to maintain,2,26-35,Ohio,Battery,Unsatisfied
CUST0318,11/15/2024,Truck,Engine noise is too loud,5,36-50,Ohio,Battery,Satisfied
CUST0319,12/29/2024,SUV,AC stopped working after a week,3,36-50,Ohio,Battery,Unsatisfied
CUST0320,10/6/2024,Sedan,Battery life could be better,3,26-35,Michigan,Battery,Unsatisfied
CUST0321,1/10/2025,Sedan,Great design and technology features,3,51+,New York,Transmission,Unsatisfied
CUST0322,9/5/2024,Sedan,Reliable and easy to maintain,3,51+,Illinois,Brakes,Unsatisfied
CUST0323,6/10/2024,Electric Car,Transmission issues after 2 months,3,26-35,Michigan,Electrical,Unsatisfied
CUST0324,8/5/2024,Truck,Battery life could be better,4,51+,Michigan,Brakes,Satisfied
CUST0325,1/24/2025,Electric Car,Engine noise is too loud,1,51+,Michigan,Electrical,Unsatisfied
CUST0326,12/11/2024,SUV,Battery life could be better,5,18-25,California,Engine,Satisfied
CUST0327,2/13/2025,SUV,Very comfortable and fuel efficient,5,18-25,California,AC,Satisfied
CUST0328,12/11/2024,Electric Car,Excellent performance and smooth ride,3,26-35,New York,None,Unsatisfied
CUST0329,8/14/2024,Electric Car,Excellent performance and smooth ride,4,26-35,Ohio,AC,Satisfied
CUST0330,4/10/2025,Truck,Great design and technology features,5,18-25,Illinois,Brakes,Satisfied
CUST0331,9/12/2024,Sedan,Excellent performance and smooth ride,2,26-35,California,Battery,Unsatisfied
CUST0332,9/12/2024,Electric Car,Reliable and easy to maintain,3,26-35,Texas,Brakes,Unsatisfied
CUST0333,4/4/2025,Electric Car,Brakes are not responsive,3,51+,New York,Electrical,Unsatisfied
CUST0334,10/29/2024,Electric Car,Battery life could be better,4,36-50,New York,Engine,Satisfied
CUST0335,3/3/2025,Electric Car,Engine noise is too loud,5,26-35,New York,AC,Satisfied
CUST0336,2/3/2025,Sedan,Excellent performance and smooth ride,1,36-50,Michigan,Brakes,Unsatisfied
CUST0337,12/4/2024,Truck,Brakes are not responsive,5,51+,Texas,Transmission,Satisfied
CUST0338,11/19/2024,Truck,Exceeded my expectations,4,36-50,Texas,AC,Satisfied
CUST0339,10/26/2024,Sedan,AC stopped working after a week,4,36-50,California,Engine,Satisfied
CUST0340,8/31/2024,Hybrid,Transmission issues after 2 months,4,51+,Texas,Battery,Satisfied
CUST0341,7/21/2024,Sedan,Exceeded my expectations,5,18-25,Michigan,Transmission,Satisfied
CUST0342,10/17/2024,Hybrid,AC stopped working after a week,4,36-50,Ohio,AC,Satisfied
CUST0343,9/17/2024,SUV,Brakes are not responsive,5,36-50,New York,AC,Satisfied
CUST0344,10/19/2024,Hybrid,Reliable and easy to maintain,1,18-25,Michigan,Battery,Unsatisfied
CUST0345,1/21/2025,Electric Car,Brakes are not responsive,2,51+,Illinois,Battery,Unsatisfied
CUST0346,7/9/2024,SUV,Great design and technology features,5,36-50,Michigan,Electrical,Satisfied
CUST0347,6/1/2024,Truck,Excellent performance and smooth ride,3,36-50,New York,Brakes,Unsatisfied
CUST0348,11/26/2024,Electric Car,Excellent performance and smooth ride,3,26-35,Michigan,Battery,Unsatisfied
CUST0349,11/28/2024,Truck,Exceeded my expectations,3,36-50,California,Electrical,Unsatisfied
CUST0350,10/16/2024,Hybrid,AC stopped working after a week,4,18-25,California,Transmission,Satisfied
CUST0351,12/30/2024,Truck,Exceeded my expectations,5,18-25,Texas,AC,Satisfied
CUST0352,2/26/2025,Sedan,Excellent performance and smooth ride,4,18-25,Ohio,None,Satisfied
CUST0353,8/11/2024,SUV,Battery life could be better,3,36-50,California,Electrical,Unsatisfied
CUST0354,2/16/2025,Truck,AC stopped working after a week,1,51+,Texas,None,Unsatisfied
CUST0355,2/5/2025,Electric Car,Battery life could be better,2,26-35,Texas,Battery,Unsatisfied
CUST0356,1/8/2025,Sedan,Excellent performance and smooth ride,4,36-50,Illinois,Other,Satisfied
CUST0357,7/25/2024,Truck,Battery life could be better,2,51+,Michigan,Transmission,Unsatisfied
CUST0358,12/26/2024,Truck,Excellent performance and smooth ride,3,51+,Illinois,Brakes,Unsatisfied
CUST0359,6/8/2024,SUV,Very comfortable and fuel efficient,1,51+,Ohio,AC,Unsatisfied
CUST0360,7/2/2024,SUV,Transmission issues after 2 months,2,36-50,Illinois,Engine,Unsatisfied
CUST0361,2/6/2025,Electric Car,Exceeded my expectations,5,51+,Illinois,Brakes,Satisfied
CUST0362,5/20/2024,Truck,Transmission issues after 2 months,5,51+,New York,Brakes,Satisfied
CUST0363,8/5/2024,SUV,Engine noise is too loud,3,51+,New York,Battery,Unsatisfied
CUST0364,1/1/2025,Hybrid,Engine noise is too loud,3,26-35,Ohio,Other,Unsatisfied
CUST0365,11/11/2024,Electric Car,Reliable and easy to maintain,4,36-50,New York,Transmission,Satisfied
CUST0366,12/8/2024,SUV,Reliable and easy to maintain,3,51+,California,Electrical,Unsatisfied
CUST0367,8/10/2024,SUV,Exceeded my expectations,4,26-35,Ohio,Brakes,Satisfied
CUST0368,4/18/2024,Electric Car,Battery life could be better,1,26-35,Texas,Transmission,Unsatisfied
CUST0369,12/16/2024,Truck,Exceeded my expectations,3,51+,New York,AC,Unsatisfied
CUST0370,8/27/2024,Electric Car,Battery life could be better,4,18-25,Michigan,None,Satisfied
CUST0371,11/24/2024,Hybrid,Engine noise is too loud,1,36-50,Michigan,Other,Unsatisfied
CUST0372,8/8/2024,Truck,Very comfortable and fuel efficient,3,26-35,Michigan,Brakes,Unsatisfied
CUST0373,2/7/2025,Sedan,Brakes are not responsive,4,51+,New York,AC,Satisfied
CUST0374,3/2/2025,Hybrid,Brakes are not responsive,3,51+,Illinois,Engine,Unsatisfied
CUST0375,9/14/2024,Electric Car,Great design and technology features,3,18-25,Ohio,Brakes,Unsatisfied
CUST0376,12/17/2024,SUV,Transmission issues after 2 months,4,51+,California,Other,Satisfied
CUST0377,5/12/2024,SUV,Very comfortable and fuel efficient,5,26-35,Illinois,Electrical,Satisfied
CUST0378,7/12/2024,Hybrid,Engine noise is too loud,5,36-50,Michigan,None,Satisfied
CUST0379,7/25/2024,SUV,Exceeded my expectations,5,36-50,Texas,Electrical,Satisfied
CUST0380,7/5/2024,Truck,Brakes are not responsive,4,18-25,Michigan,None,Satisfied
CUST0381,2/5/2025,SUV,Reliable and easy to maintain,1,51+,Illinois,AC,Unsatisfied
CUST0382,4/13/2025,Electric Car,Reliable and easy to maintain,4,36-50,California,Battery,Satisfied
CUST0383,2/1/2025,Sedan,Battery life could be better,4,36-50,Illinois,Electrical,Satisfied
CUST0384,11/21/2024,Sedan,AC stopped working after a week,5,51+,California,Transmission,Satisfied
CUST0385,3/15/2025,Hybrid,Excellent performance and smooth ride,5,26-35,California,Transmission,Satisfied
CUST0386,2/15/2025,SUV,Exceeded my expectations,3,51+,New York,Battery,Unsatisfied
CUST0387,2/25/2025,Hybrid,Great design and technology features,4,26-35,Ohio,Other,Satisfied
CUST0388,2/7/2025,Electric Car,Reliable and easy to maintain,2,36-50,Illinois,Battery,Unsatisfied
CUST0389,9/11/2024,Hybrid,Engine noise is too loud,5,18-25,Texas,AC,Satisfied
CUST0390,6/16/2024,Electric Car,AC stopped working after a week,3,51+,California,Battery,Unsatisfied
CUST0391,9/9/2024,Sedan,Engine noise is too loud,3,26-35,Michigan,AC,Unsatisfied
CUST0392,6/27/2024,Truck,Excellent performance and smooth ride,4,36-50,Texas,Engine,Satisfied
CUST0393,8/14/2024,Hybrid,Engine noise is too loud,1,26-35,Michigan,Other,Unsatisfied
CUST0394,9/17/2024,SUV,AC stopped working after a week,5,51+,New York,Battery,Satisfied
CUST0395,1/30/2025,SUV,Excellent performance and smooth ride,4,36-50,California,None,Satisfied
CUST0396,3/6/2025,Electric Car,Battery life could be better,2,18-25,Michigan,Electrical,Unsatisfied
CUST0397,2/8/2025,SUV,AC stopped working after a week,1,36-50,Ohio,Other,Unsatisfied
CUST0398,10/7/2024,Truck,Reliable and easy to maintain,4,51+,California,None,Satisfied
CUST0399,6/24/2024,SUV,Exceeded my expectations,3,18-25,Illinois,Electrical,Unsatisfied
CUST0400,11/15/2024,Hybrid,Battery life could be better,4,18-25,Michigan,AC,Satisfied
CUST0401,6/4/2024,SUV,Battery life could be better,3,51+,California,AC,Unsatisfied
CUST0402,4/17/2024,Truck,Battery life could be better,4,36-50,Texas,Electrical,Satisfied
CUST0403,1/25/2025,Electric Car,Brakes are not responsive,1,51+,Illinois,Brakes,Unsatisfied
CUST0404,10/16/2024,Electric Car,Great design and technology features,4,36-50,California,Engine,Satisfied
CUST0405,12/19/2024,Electric Car,Very comfortable and fuel efficient,4,51+,Michigan,Other,Satisfied
CUST0406,9/21/2024,Hybrid,Engine noise is too loud,4,36-50,Texas,Transmission,Satisfied
CUST0407,5/4/2024,SUV,Very comfortable and fuel efficient,5,18-25,Michigan,Battery,Satisfied
CUST0408,9/9/2024,Electric Car,Very comfortable and fuel efficient,4,18-25,New York,Engine,Satisfied
CUST0409,8/27/2024,Truck,Exceeded my expectations,5,51+,Ohio,AC,Satisfied
CUST0410,2/18/2025,Electric Car,Reliable and easy to maintain,4,36-50,Ohio,Engine,Satisfied
CUST0411,5/14/2024,SUV,Exceeded my expectations,1,26-35,Michigan,AC,Unsatisfied
CUST0412,7/8/2024,Hybrid,Transmission issues after 2 months,3,26-35,Texas,Electrical,Unsatisfied
CUST0413,9/19/2024,Electric Car,Great design and technology features,3,26-35,California,Engine,Unsatisfied
CUST0414,4/17/2025,Truck,Exceeded my expectations,5,36-50,Texas,Engine,Satisfied
CUST0415,5/20/2024,Truck,Excellent performance and smooth ride,4,26-35,Ohio,Transmission,Satisfied
CUST0416,5/15/2024,Electric Car,Very comfortable and fuel efficient,5,26-35,Illinois,Engine,Satisfied
CUST0417,4/18/2024,Hybrid,AC stopped working after a week,5,26-35,Michigan,Other,Satisfied
CUST0418,9/9/2024,Sedan,AC stopped working after a week,3,36-50,Ohio,Brakes,Unsatisfied
CUST0419,10/8/2024,Sedan,Very comfortable and fuel efficient,3,51+,California,None,Unsatisfied
CUST0420,6/5/2024,Electric Car,Engine noise is too loud,2,18-25,New York,Other,Unsatisfied
CUST0421,12/25/2024,Sedan,AC stopped working after a week,4,36-50,Texas,AC,Satisfied
CUST0422,3/3/2025,Electric Car,Very comfortable and fuel efficient,5,51+,New York,Engine,Satisfied
CUST0423,4/11/2025,Sedan,Engine noise is too loud,2,18-25,California,Other,Unsatisfied
CUST0424,5/6/2024,SUV,Great design and technology features,4,18-25,Michigan,Transmission,Satisfied
CUST0425,12/27/2024,Hybrid,AC stopped working after a week,5,26-35,Michigan,Electrical,Satisfied
CUST0426,1/6/2025,SUV,Brakes are not responsive,3,51+,New York,Engine,Unsatisfied
CUST0427,10/8/2024,Truck,Very comfortable and fuel efficient,5,51+,Ohio,None,Satisfied
CUST0428,11/16/2024,Hybrid,AC stopped working after a week,4,18-25,New York,Battery,Satisfied
CUST0429,2/9/2025,SUV,Transmission issues after 2 months,4,18-25,Illinois,Electrical,Satisfied
CUST0430,4/28/2024,Truck,Excellent performance and smooth ride,4,51+,Ohio,Engine,Satisfied
CUST0431,3/28/2025,Sedan,AC stopped working after a week,3,26-35,New York,Electrical,Unsatisfied
CUST0432,3/4/2025,Truck,Transmission issues after 2 months,1,26-35,Michigan,AC,Unsatisfied
CUST0433,8/27/2024,Electric Car,Exceeded my expectations,4,26-35,Ohio,Other,Satisfied
CUST0434,10/5/2024,SUV,Very comfortable and fuel efficient,4,18-25,Ohio,None,Satisfied
CUST0435,6/15/2024,Hybrid,Engine noise is too loud,4,26-35,Illinois,Transmission,Satisfied
CUST0436,12/25/2024,SUV,Exceeded my expectations,4,36-50,Michigan,Brakes,Satisfied
CUST0437,3/18/2025,SUV,Exceeded my expectations,1,51+,New York,Battery,Unsatisfied
CUST0438,3/15/2025,Truck,Engine noise is too loud,5,51+,California,Battery,Satisfied
CUST0439,3/15/2025,Sedan,Transmission issues after 2 months,3,36-50,Michigan,Battery,Unsatisfied
CUST0440,5/24/2024,SUV,Great design and technology features,4,26-35,Ohio,Battery,Satisfied
CUST0441,10/15/2024,Truck,AC stopped working after a week,5,26-35,Illinois,Engine,Satisfied
CUST0442,4/19/2024,Truck,Great design and technology features,2,18-25,Ohio,Engine,Unsatisfied
CUST0443,8/10/2024,Electric Car,Engine noise is too loud,2,51+,Michigan,AC,Unsatisfied
CUST0444,4/19/2024,Sedan,Transmission issues after 2 months,4,26-35,Illinois,Electrical,Satisfied
CUST0445,9/30/2024,Electric Car,Reliable and easy to maintain,3,36-50,Ohio,Brakes,Unsatisfied
CUST0446,3/29/2025,Hybrid,Brakes are not responsive,3,26-35,New York,Electrical,Unsatisfied
CUST0447,3/24/2025,Electric Car,Engine noise is too loud,1,26-35,New York,Electrical,Unsatisfied
CUST0448,2/5/2025,SUV,Engine noise is too loud,5,36-50,Texas,Engine,Satisfied
CUST0449,3/12/2025,Hybrid,Brakes are not responsive,4,36-50,Texas,AC,Satisfied
CUST0450,7/8/2024,SUV,Great design and technology features,4,26-35,Michigan,Transmission,Satisfied
CUST0451,11/1/2024,Hybrid,Exceeded my expectations,3,26-35,Texas,Transmission,Unsatisfied
CUST0452,8/5/2024,Truck,Battery life could be better,5,18-25,New York,None,Satisfied
CUST0453,6/8/2024,Electric Car,Exceeded my expectations,5,36-50,Michigan,AC,Satisfied
CUST0454,5/14/2024,Sedan,Transmission issues after 2 months,5,51+,New York,Electrical,Satisfied
CUST0455,1/15/2025,Hybrid,Engine noise is too loud,4,36-50,Michigan,Electrical,Satisfied
CUST0456,4/10/2025,Sedan,AC stopped working after a week,5,36-50,Michigan,AC,Satisfied
CUST0457,8/18/2024,SUV,Very comfortable and fuel efficient,5,26-35,California,Engine,Satisfied
CUST0458,1/23/2025,Truck,Very comfortable and fuel efficient,4,26-35,Texas,Battery,Satisfied
CUST0459,4/25/2024,Electric Car,Excellent performance and smooth ride,3,51+,New York,AC,Unsatisfied
CUST0460,3/2/2025,Electric Car,Brakes are not responsive,4,18-25,Ohio,Battery,Satisfied
CUST0461,9/24/2024,Sedan,Reliable and easy to maintain,3,18-25,Texas,None,Unsatisfied
CUST0462,7/18/2024,Electric Car,Engine noise is too loud,4,51+,Ohio,AC,Satisfied
CUST0463,7/9/2024,Electric Car,Transmission issues after 2 months,5,51+,New York,Other,Satisfied
CUST0464,10/20/2024,SUV,Engine noise is too loud,4,18-25,Ohio,None,Satisfied
CUST0465,4/5/2025,Hybrid,Transmission issues after 2 months,2,26-35,Texas,Brakes,Unsatisfied
CUST0466,3/30/2025,Sedan,Engine noise is too loud,5,18-25,California,Electrical,Satisfied
CUST0467,8/19/2024,Sedan,Very comfortable and fuel efficient,3,26-35,Ohio,Transmission,Unsatisfied
CUST0468,7/13/2024,Sedan,AC stopped working after a week,4,26-35,Illinois,Engine,Satisfied
CUST0469,3/26/2025,Sedan,Battery life could be better,4,18-25,Illinois,Brakes,Satisfied
CUST0470,7/11/2024,Truck,Great design and technology features,5,26-35,New York,None,Satisfied
CUST0471,5/28/2024,Electric Car,Excellent performance and smooth ride,3,26-35,Ohio,AC,Unsatisfied
CUST0472,11/27/2024,Electric Car,Transmission issues after 2 months,1,51+,Ohio,Other,Unsatisfied
CUST0473,1/19/2025,Truck,Excellent performance and smooth ride,5,26-35,Texas,Electrical,Satisfied
CUST0474,6/25/2024,Hybrid,Great design and technology features,2,26-35,Texas,Other,Unsatisfied
CUST0475,6/2/2024,Electric Car,Excellent performance and smooth ride,4,18-25,Illinois,Transmission,Satisfied
CUST0476,4/8/2025,SUV,Excellent performance and smooth ride,4,36-50,Illinois,AC,Satisfied
CUST0477,8/10/2024,Hybrid,Exceeded my expectations,5,36-50,California,Other,Satisfied
CUST0478,7/28/2024,Truck,Excellent performance and smooth ride,5,18-25,Texas,Brakes,Satisfied
CUST0479,2/6/2025,Hybrid,Transmission issues after 2 months,4,36-50,California,Battery,Satisfied
CUST0480,7/31/2024,Electric Car,Transmission issues after 2 months,3,51+,New York,Engine,Unsatisfied
CUST0481,11/3/2024,Truck,Great design and technology features,2,51+,New York,Transmission,Unsatisfied
CUST0482,4/16/2025,Truck,Reliable and easy to maintain,2,51+,Illinois,Transmission,Unsatisfied
CUST0483,11/26/2024,Hybrid,Great design and technology features,1,51+,Ohio,AC,Unsatisfied
CUST0484,2/7/2025,SUV,Great design and technology features,4,36-50,Michigan,Brakes,Satisfied
CUST0485,1/3/2025,Sedan,AC stopped working after a week,4,36-50,California,AC,Satisfied
CUST0486,5/17/2024,Electric Car,Excellent performance and smooth ride,2,18-25,Michigan,None,Unsatisfied
CUST0487,4/29/2024,Electric Car,Very comfortable and fuel efficient,3,18-25,Ohio,AC,Unsatisfied
CUST0488,6/22/2024,Hybrid,Transmission issues after 2 months,5,26-35,Texas,Other,Satisfied
CUST0489,7/6/2024,Electric Car,AC stopped working after a week,5,18-25,Texas,AC,Satisfied
CUST0490,11/8/2024,Truck,Engine noise is too loud,3,36-50,Texas,None,Unsatisfied
CUST0491,5/4/2024,Hybrid,Engine noise is too loud,4,36-50,Illinois,Transmission,Satisfied
CUST0492,1/18/2025,Electric Car,Brakes are not responsive,2,51+,New York,Electrical,Unsatisfied
CUST0493,2/25/2025,Sedan,AC stopped working after a week,5,18-25,Illinois,Transmission,Satisfied
CUST0494,5/31/2024,SUV,Exceeded my expectations,2,18-25,California,Transmission,Unsatisfied
CUST0495,10/20/2024,Sedan,Excellent performance and smooth ride,4,18-25,New York,None,Satisfied
CUST0496,8/1/2024,Truck,Reliable and easy to maintain,5,26-35,New York,Battery,Satisfied
CUST0497,5/15/2024,Electric Car,Transmission issues after 2 months,3,51+,Texas,Transmission,Unsatisfied
CUST0498,8/31/2024,Truck,Excellent performance and smooth ride,5,26-35,Texas,Engine,Satisfied
CUST0499,9/29/2024,Truck,Reliable and easy to maintain,4,18-25,California,Engine,Satisfied
CUST0500,6/19/2024,Truck,Very comfortable and fuel efficient,5,36-50,New York,Transmission,Satisfied
CUST0501,6/17/2024,Sedan,Exceeded my expectations,4,26-35,Illinois,Transmission,Satisfied
CUST0502,10/4/2024,Truck,Transmission issues after 2 months,5,18-25,Ohio,Electrical,Satisfied
CUST0503,9/28/2024,Electric Car,AC stopped working after a week,1,51+,Texas,Transmission,Unsatisfied
CUST0504,10/7/2024,Sedan,AC stopped working after a week,4,51+,California,Battery,Satisfied
CUST0505,12/24/2024,Sedan,AC stopped working after a week,3,26-35,California,AC,Unsatisfied
CUST0506,12/29/2024,Hybrid,Brakes are not responsive,1,36-50,Texas,Other,Unsatisfied
CUST0507,10/14/2024,Electric Car,AC stopped working after a week,4,18-25,Michigan,None,Satisfied
CUST0508,3/12/2025,Electric Car,AC stopped working after a week,2,26-35,Texas,Other,Unsatisfied
CUST0509,7/2/2024,Electric Car,Great design and technology features,1,51+,Texas,Battery,Unsatisfied
CUST0510,6/12/2024,SUV,Engine noise is too loud,4,36-50,Michigan,Electrical,Satisfied
CUST0511,7/14/2024,Electric Car,Great design and technology features,2,51+,Ohio,AC,Unsatisfied
CUST0512,8/23/2024,Sedan,Exceeded my expectations,3,18-25,Michigan,Other,Unsatisfied
CUST0513,6/14/2024,SUV,AC stopped working after a week,5,36-50,New York,Other,Satisfied
CUST0514,7/21/2024,Sedan,Engine noise is too loud,4,18-25,Illinois,Engine,Satisfied
CUST0515,6/16/2024,Electric Car,AC stopped working after a week,5,26-35,Texas,Transmission,Satisfied
CUST0516,5/23/2024,Hybrid,Exceeded my expectations,2,26-35,California,Engine,Unsatisfied
CUST0517,7/5/2024,Truck,Reliable and easy to maintain,2,36-50,California,Transmission,Unsatisfied
CUST0518,3/21/2025,SUV,AC stopped working after a week,5,26-35,Ohio,None,Satisfied
CUST0519,9/11/2024,Hybrid,Very comfortable and fuel efficient,4,51+,California,Engine,Satisfied
CUST0520,9/16/2024,Hybrid,Reliable and easy to maintain,1,18-25,Texas,AC,Unsatisfied
CUST0521,8/7/2024,Electric Car,Battery life could be better,1,36-50,Illinois,Battery,Unsatisfied
CUST0522,10/7/2024,SUV,Very comfortable and fuel efficient,5,36-50,Michigan,Electrical,Satisfied
CUST0523,6/25/2024,SUV,Battery life could be better,4,51+,Texas,Electrical,Satisfied
CUST0524,8/23/2024,Sedan,Exceeded my expectations,3,26-35,New York,Brakes,Unsatisfied
CUST0525,8/5/2024,Electric Car,Brakes are not responsive,4,51+,Ohio,Brakes,Satisfied
CUST0526,3/11/2025,SUV,Exceeded my expectations,3,18-25,Illinois,Electrical,Unsatisfied
CUST0527,9/3/2024,Hybrid,Exceeded my expectations,5,26-35,Michigan,Other,Satisfied
CUST0528,10/27/2024,Truck,Brakes are not responsive,5,26-35,Texas,Brakes,Satisfied
CUST0529,1/10/2025,Sedan,Brakes are not responsive,4,26-35,Ohio,None,Satisfied
CUST0530,11/1/2024,Electric Car,Excellent performance and smooth ride,5,51+,Michigan,Battery,Satisfied
CUST0531,8/11/2024,Hybrid,Very comfortable and fuel efficient,2,51+,Texas,None,Unsatisfied
CUST0532,10/31/2024,SUV,Brakes are not responsive,2,36-50,California,None,Unsatisfied
CUST0533,5/20/2024,SUV,Excellent performance and smooth ride,3,26-35,Ohio,Brakes,Unsatisfied
CUST0534,7/23/2024,SUV,AC stopped working after a week,1,36-50,Illinois,Transmission,Unsatisfied
CUST0535,1/8/2025,Truck,AC stopped working after a week,1,36-50,Ohio,None,Unsatisfied
CUST0536,1/10/2025,Truck,AC stopped working after a week,4,36-50,Texas,Transmission,Satisfied
CUST0537,11/20/2024,SUV,Very comfortable and fuel efficient,5,36-50,Michigan,Engine,Satisfied
CUST0538,3/25/2025,Truck,Battery life could be better,5,18-25,Illinois,Battery,Satisfied
CUST0539,7/20/2024,Electric Car,Brakes are not responsive,2,51+,Texas,AC,Unsatisfied
CUST0540,10/3/2024,Sedan,AC stopped working after a week,4,18-25,Illinois,Engine,Satisfied
CUST0541,1/19/2025,SUV,AC stopped working after a week,5,18-25,California,Electrical,Satisfied
CUST0542,5/23/2024,Electric Car,AC stopped working after a week,3,26-35,California,AC,Unsatisfied
CUST0543,10/22/2024,Sedan,AC stopped working after a week,5,36-50,Michigan,Transmission,Satisfied
CUST0544,10/14/2024,Sedan,Engine noise is too loud,2,51+,Ohio,None,Unsatisfied
CUST0545,3/20/2025,SUV,Great design and technology features,5,36-50,Texas,Transmission,Satisfied
CUST0546,9/8/2024,Sedan,Transmission issues after 2 months,4,18-25,California,Electrical,Satisfied
CUST0547,6/28/2024,Sedan,Brakes are not responsive,4,18-25,Texas,Other,Satisfied
CUST0548,3/5/2025,Hybrid,Brakes are not responsive,4,51+,California,Other,Satisfied
CUST0549,4/15/2025,Sedan,Excellent performance and smooth ride,4,18-25,New York,None,Satisfied
CUST0550,10/28/2024,Hybrid,Engine noise is too loud,2,36-50,Michigan,Brakes,Unsatisfied
CUST0551,6/5/2024,SUV,Brakes are not responsive,5,18-25,Texas,AC,Satisfied
CUST0552,6/17/2024,Hybrid,Brakes are not responsive,5,26-35,New York,None,Satisfied
CUST0553,4/16/2025,Electric Car,Reliable and easy to maintain,3,36-50,Ohio,None,Unsatisfied
CUST0554,4/23/2024,Hybrid,Very comfortable and fuel efficient,5,18-25,Illinois,Transmission,Satisfied
CUST0555,8/26/2024,Truck,Great design and technology features,2,36-50,New York,AC,Unsatisfied
CUST0556,7/30/2024,Truck,Excellent performance and smooth ride,4,51+,New York,Transmission,Satisfied
CUST0557,1/21/2025,Sedan,Very comfortable and fuel efficient,3,18-25,Illinois,Other,Unsatisfied
CUST0558,2/7/2025,Sedan,Reliable and easy to maintain,4,18-25,Ohio,Other,Satisfied
CUST0559,11/9/2024,Sedan,Excellent performance and smooth ride,3,26-35,Texas,None,Unsatisfied
CUST0560,8/6/2024,Sedan,AC stopped working after a week,5,51+,New York,Electrical,Satisfied
CUST0561,10/14/2024,Sedan,Reliable and easy to maintain,1,51+,Texas,Engine,Unsatisfied
CUST0562,8/29/2024,Electric Car,AC stopped working after a week,5,51+,Michigan,AC,Satisfied
CUST0563,6/27/2024,Truck,Reliable and easy to maintain,3,36-50,California,AC,Unsatisfied
CUST0564,3/26/2025,Hybrid,Very comfortable and fuel efficient,5,18-25,Texas,Engine,Satisfied
